gene_id	gene_name
ENSG00000162664	ZNF326
ENSG00000162688	AGL
ENSG00000162694	EXTL2
ENSG00000162695	SLC30A7
ENSG00000162702	ZNF281
ENSG00000162704	ARPC5
ENSG00000162714	ZNF496
ENSG00000162729	IGSF8
ENSG00000162734	PEA15
ENSG00000162735	PEX19
ENSG00000162736	NCSTN
ENSG00000162755	KLHDC9
ENSG00000162757	C1orf74
ENSG00000162769	FLVCR1
ENSG00000162772	ATF3
ENSG00000162775	RBM15
ENSG00000162777	DENND2D
ENSG00000162782	TDRD5
ENSG00000162783	IER5
ENSG00000162804	SNED1
ENSG00000162813	BPNT1
ENSG00000162814	SPATA17
ENSG00000162817	C1orf115
ENSG00000162819	BROX
ENSG00000162825	NBPF20
ENSG00000162836	ACP6
ENSG00000162851	TFB2M
ENSG00000162852	CNST
ENSG00000162869	PPP1R21
ENSG00000162885	B3GALNT2
ENSG00000162889	MAPKAPK2
ENSG00000162909	CAPN2
ENSG00000162910	MRPL55
ENSG00000162913	OBSCN-AS1
ENSG00000162923	WDR26
ENSG00000162924	REL
ENSG00000162927	PUS10
ENSG00000162928	PEX13
ENSG00000162929	KIAA1841
ENSG00000162931	TRIM17
ENSG00000162949	CAPN13
ENSG00000162959	MEMO1
ENSG00000162961	DPY30
ENSG00000162971	TYW5
ENSG00000162972	MAIP1
ENSG00000162976	SLC66A3
ENSG00000162980	ARL5A
ENSG00000162994	CLHC1
ENSG00000162999	DUSP19
ENSG00000163001	CFAP36
ENSG00000163002	NUP35
ENSG00000163006	CCDC138
ENSG00000163013	FBXO41
ENSG00000163026	WDCP
ENSG00000163029	SMC6
ENSG00000163040	CCDC74A
ENSG00000163041	H3-3A
ENSG00000163050	COQ8A
ENSG00000163053	SLC16A14
ENSG00000163069	SGCB
ENSG00000163072	NOSTRIN
ENSG00000163075	CFAP221
ENSG00000163083	INHBB
ENSG00000163093	BBS5
ENSG00000163104	SMARCAD1
ENSG00000163110	PDLIM5
ENSG00000163125	RPRD2
ENSG00000163138	PACRGL
ENSG00000163141	BNIPL
ENSG00000163155	LYSMD1
ENSG00000163156	SCNM1
ENSG00000163159	VPS72
ENSG00000163161	ERCC3
ENSG00000163162	RNF149
ENSG00000163166	IWS1
ENSG00000163170	BOLA3
ENSG00000163171	CDC42EP3
ENSG00000163191	S100A11
ENSG00000163207	IVL
ENSG00000163214	DHX57
ENSG00000163220	S100A9
ENSG00000163235	TGFA
ENSG00000163249	CCNYL1
ENSG00000163251	FZD5
ENSG00000163257	DCAF16
ENSG00000163281	GNPDA2
ENSG00000163291	PAQR3
ENSG00000163293	NIPAL1
ENSG00000163297	ANTXR2
ENSG00000163312	HELQ
ENSG00000163319	MRPS18C
ENSG00000163320	CGGBP1
ENSG00000163322	ABRAXAS1
ENSG00000163328	GPR155
ENSG00000163344	PMVK
ENSG00000163346	PBXIP1
ENSG00000163347	CLDN1
ENSG00000163348	PYGO2
ENSG00000163349	HIPK1
ENSG00000163362	INAVA
ENSG00000163364	LINC01116
ENSG00000163374	YY1AP1
ENSG00000163376	KBTBD8
ENSG00000163378	EOGT
ENSG00000163382	NAXE
ENSG00000163389	POGLUT1
ENSG00000163399	ATP1A1
ENSG00000163412	EIF4E3
ENSG00000163428	LRRC58
ENSG00000163430	FSTL1
ENSG00000163435	ELF3
ENSG00000163444	TMEM183A
ENSG00000163453	IGFBP7
ENSG00000163462	TRIM46
ENSG00000163463	KRTCAP2
ENSG00000163466	ARPC2
ENSG00000163468	CCT3
ENSG00000163472	TMEM79
ENSG00000163479	SSR2
ENSG00000163481	RNF25
ENSG00000163482	STK36
ENSG00000163491	NEK10
ENSG00000163507	CIP2A
ENSG00000163510	CWC22
ENSG00000163512	AZI2
ENSG00000163516	ANKZF1
ENSG00000163517	HDAC11
ENSG00000163521	GLB1L
ENSG00000163527	STT3B
ENSG00000163528	CHCHD4
ENSG00000163535	SGO2
ENSG00000163536	SERPINI1
ENSG00000163539	CLASP2
ENSG00000163541	SUCLG1
ENSG00000163545	NUAK2
ENSG00000163558	PRKCI
ENSG00000163577	EIF5A2
ENSG00000163584	RPL22L1
ENSG00000163590	PPM1L
ENSG00000163596	ICA1L
ENSG00000163597	SNHG16
ENSG00000163602	RYBP
ENSG00000163605	PPP4R2
ENSG00000163607	GTPBP8
ENSG00000163608	NEPRO
ENSG00000163611	SPICE1
ENSG00000163617	CCDC191
ENSG00000163624	CDS1
ENSG00000163625	WDFY3
ENSG00000163626	COX18
ENSG00000163629	PTPN13
ENSG00000163634	THOC7
ENSG00000163635	ATXN7
ENSG00000163636	PSMD6
ENSG00000163637	PRICKLE2
ENSG00000163644	PPM1K
ENSG00000163655	GMPS
ENSG00000163659	TIPARP
ENSG00000163660	CCNL1
ENSG00000163681	SLMAP
ENSG00000163682	RPL9
ENSG00000163683	SMIM14
ENSG00000163684	RPP14
ENSG00000163686	ABHD6
ENSG00000163689	CFAP20DC
ENSG00000163694	RBM47
ENSG00000163697	APBB2
ENSG00000163701	IL17RE
ENSG00000163702	IL17RC
ENSG00000163703	CRELD1
ENSG00000163704	PRRT3
ENSG00000163714	U2SURP
ENSG00000163719	MTMR14
ENSG00000163728	TTC14
ENSG00000163738	MTHFD2L
ENSG00000163743	RCHY1
ENSG00000163754	GYG1
ENSG00000163755	HPS3
ENSG00000163762	TM4SF18
ENSG00000163781	TOPBP1
ENSG00000163785	RYK
ENSG00000163788	SNRK
ENSG00000163795	ZNF513
ENSG00000163798	SLC4A1AP
ENSG00000163807	KIAA1143
ENSG00000163808	KIF15
ENSG00000163811	WDR43
ENSG00000163812	ZDHHC3
ENSG00000163814	CDCP1
ENSG00000163818	LZTFL1
ENSG00000163820	FYCO1
ENSG00000163832	ELP6
ENSG00000163840	DTX3L
ENSG00000163848	ZNF148
ENSG00000163864	NMNAT3
ENSG00000163866	SMIM12
ENSG00000163867	ZMYM6
ENSG00000163870	TPRA1
ENSG00000163872	YEATS2
ENSG00000163873	GRIK3
ENSG00000163874	ZC3H12A
ENSG00000163875	MEAF6
ENSG00000163877	SNIP1
ENSG00000163879	DNALI1
ENSG00000163882	POLR2H
ENSG00000163888	CAMK2N2
ENSG00000163898	LIPH
ENSG00000163900	TMEM41A
ENSG00000163902	RPN1
ENSG00000163904	SENP2
ENSG00000163913	IFT122
ENSG00000163918	RFC4
ENSG00000163923	RPL39L
ENSG00000163930	BAP1
ENSG00000163931	TKT
ENSG00000163932	PRKCD
ENSG00000163933	RFT1
ENSG00000163935	SFMBT1
ENSG00000163938	GNL3
ENSG00000163939	PBRM1
ENSG00000163945	UVSSA
ENSG00000163946	TASOR
ENSG00000163947	ARHGEF3
ENSG00000163950	SLBP
ENSG00000163956	LRPAP1
ENSG00000163959	SLC51A
ENSG00000163960	UBXN7
ENSG00000163961	RNF168
ENSG00000163964	PIGX
ENSG00000163975	MELTF
ENSG00000163993	S100P
ENSG00000164002	EXO5
ENSG00000164008	C1orf50
ENSG00000164010	ERMAP
ENSG00000164011	ZNF691
ENSG00000164022	AIMP1
ENSG00000164023	SGMS2
ENSG00000164024	METAP1
ENSG00000164031	DNAJB14
ENSG00000164032	H2AZ1
ENSG00000164038	SLC9B2
ENSG00000164039	BDH2
ENSG00000164040	PGRMC2
ENSG00000164045	CDC25A
ENSG00000164048	ZNF589
ENSG00000164050	PLXNB1
ENSG00000164051	CCDC51
ENSG00000164053	ATRIP
ENSG00000164054	SHISA5
ENSG00000164056	SPRY1
ENSG00000164062	APEH
ENSG00000164066	INTU
ENSG00000164068	RNF123
ENSG00000164070	HSPA4L
ENSG00000164073	MFSD8
ENSG00000164074	ABHD18
ENSG00000164077	MON1A
ENSG00000164078	MST1R
ENSG00000164080	RAD54L2
ENSG00000164081	TEX264
ENSG00000164086	DUSP7
ENSG00000164087	POC1A
ENSG00000164088	PPM1M
ENSG00000164091	WDR82
ENSG00000164096	C4orf3
ENSG00000164104	HMGB2
ENSG00000164105	SAP30
ENSG00000164109	MAD2L1
ENSG00000164111	ANXA5
ENSG00000164114	MAP9
ENSG00000164117	FBXO8
ENSG00000164118	CEP44
ENSG00000164124	TMEM144
ENSG00000164125	GASK1B
ENSG00000164128	NPY1R
ENSG00000164134	NAA15
ENSG00000164142	FAM160A1
ENSG00000164144	ARFIP1
ENSG00000164151	ICE1
ENSG00000164162	ANAPC10
ENSG00000164163	ABCE1
ENSG00000164164	OTUD4
ENSG00000164167	LSM6
ENSG00000164168	TMEM184C
ENSG00000164169	PRMT9
ENSG00000164171	ITGA2
ENSG00000164172	MOCS2
ENSG00000164180	TMEM161B
ENSG00000164181	ELOVL7
ENSG00000164182	NDUFAF2
ENSG00000164187	LMBRD2
ENSG00000164188	RANBP3L
ENSG00000164190	NIPBL
ENSG00000164197	RNF180
ENSG00000164199	ADGRV1
ENSG00000164209	SLC25A46
ENSG00000164211	STARD4
ENSG00000164219	PGGT1B
ENSG00000164221	CCDC112
ENSG00000164237	CMBL
ENSG00000164241	C5orf63
ENSG00000164244	PRRC1
ENSG00000164251	F2RL1
ENSG00000164252	AGGF1
ENSG00000164253	WDR41
ENSG00000164258	NDUFS4
ENSG00000164284	GRPEL2
ENSG00000164287	CDC20B
ENSG00000164291	ARSK
ENSG00000164292	RHOBTB3
ENSG00000164294	GPX8
ENSG00000164296	TIGD6
ENSG00000164300	SERINC5
ENSG00000164305	CASP3
ENSG00000164306	PRIMPOL
ENSG00000164307	ERAP1
ENSG00000164308	ERAP2
ENSG00000164309	CMYA5
ENSG00000164323	CFAP97
ENSG00000164327	RICTOR
ENSG00000164329	TENT2
ENSG00000164331	ANKRA2
ENSG00000164332	UBLCP1
ENSG00000164338	UTP15
ENSG00000164346	NSA2
ENSG00000164347	GFM2
ENSG00000164366	CCDC127
ENSG00000164402	SEPTIN8
ENSG00000164403	SHROOM1
ENSG00000164405	UQCRQ
ENSG00000164414	SLC35A1
ENSG00000164440	TXLNB
ENSG00000164442	CITED2
ENSG00000164463	CREBRF
ENSG00000164465	DCBLD1
ENSG00000164466	SFXN1
ENSG00000164494	PDSS2
ENSG00000164506	STXBP5
ENSG00000164535	DAGLB
ENSG00000164542	KIAA0895
ENSG00000164543	STK17A
ENSG00000164548	TRA2A
ENSG00000164574	GALNT10
ENSG00000164576	SAP30L
ENSG00000164587	RPS14
ENSG00000164597	COG5
ENSG00000164603	BMT2
ENSG00000164609	SLU7
ENSG00000164610	RP9
ENSG00000164611	PTTG1
ENSG00000164615	CAMLG
ENSG00000164620	RELL2
ENSG00000164627	KIF6
ENSG00000164631	ZNF12
ENSG00000164638	SLC29A4
ENSG00000164647	STEAP1
ENSG00000164649	CDCA7L
ENSG00000164654	MIOS
ENSG00000164659	ELAPOR2
ENSG00000164663	USP49
ENSG00000164669	INTS4P1
ENSG00000164674	SYTL3
ENSG00000164675	IQUB
ENSG00000164684	ZNF704
ENSG00000164695	CHMP4C
ENSG00000164713	BRI3
ENSG00000164715	LMTK2
ENSG00000164733	CTSB
ENSG00000164741	DLC1
ENSG00000164742	ADCY1
ENSG00000164751	PEX2
ENSG00000164754	RAD21
ENSG00000164758	MED30
ENSG00000164808	SPIDR
ENSG00000164815	ORC5
ENSG00000164818	DNAAF5
ENSG00000164823	OSGIN2
ENSG00000164828	SUN1
ENSG00000164830	OXR1
ENSG00000164855	TMEM184A
ENSG00000164877	MICALL2
ENSG00000164880	INTS1
ENSG00000164885	CDK5
ENSG00000164889	SLC4A2
ENSG00000164896	FASTK
ENSG00000164897	TMUB1
ENSG00000164898	FMC1
ENSG00000164902	PHAX
ENSG00000164904	ALDH7A1
ENSG00000164916	FOXK1
ENSG00000164919	COX6C
ENSG00000164920	OSR2
ENSG00000164924	YWHAZ
ENSG00000164933	SLC25A32
ENSG00000164934	DCAF13
ENSG00000164938	TP53INP1
ENSG00000164941	INTS8
ENSG00000164944	VIRMA
ENSG00000164949	GEM
ENSG00000164951	PDP1
ENSG00000164953	TMEM67
ENSG00000164961	WASHC5
ENSG00000164967	RPP25L
ENSG00000164970	FAM219A
ENSG00000164975	SNAPC3
ENSG00000164976	MYORG
ENSG00000164978	NUDT2
ENSG00000164983	TMEM65
ENSG00000164985	PSIP1
ENSG00000164989	CCDC171
ENSG00000165006	UBAP1
ENSG00000165025	SYK
ENSG00000165028	NIPSNAP3B
ENSG00000165029	ABCA1
ENSG00000165030	NFIL3
ENSG00000165046	LETM2
ENSG00000165055	METTL2B
ENSG00000165060	FXN
ENSG00000165061	ZMAT4
ENSG00000165084	C8orf34
ENSG00000165097	KDM1B
ENSG00000165102	HGSNAT
ENSG00000165105	RASEF
ENSG00000165115	KIF27
ENSG00000165118	C9orf64
ENSG00000165119	HNRNPK
ENSG00000165121	AL353743.1
ENSG00000165125	TRPV6
ENSG00000165140	FBP1
ENSG00000165156	ZHX1
ENSG00000165169	DYNLT3
ENSG00000165171	METTL27
ENSG00000165175	MID1IP1
ENSG00000165185	KIAA1958
ENSG00000165195	PIGA
ENSG00000165209	STRBP
ENSG00000165215	CLDN3
ENSG00000165219	GAPVD1
ENSG00000165233	CARD19
ENSG00000165240	ATP7A
ENSG00000165244	ZNF367
ENSG00000165259	HDX
ENSG00000165264	NDUFB6
ENSG00000165271	NOL6
ENSG00000165272	AQP3
ENSG00000165275	TRMT10B
ENSG00000165280	VCP
ENSG00000165282	PIGO
ENSG00000165283	STOML2
ENSG00000165288	BRWD3
ENSG00000165300	SLITRK5
ENSG00000165304	MELK
ENSG00000165312	OTUD1
ENSG00000165322	ARHGAP12
ENSG00000165338	HECTD2
ENSG00000165355	FBXO33
ENSG00000165359	INTS6L
ENSG00000165389	SPTSSA
ENSG00000165392	WRN
ENSG00000165406	MARCHF8
ENSG00000165410	CFL2
ENSG00000165416	SUGT1
ENSG00000165417	GTF2A1
ENSG00000165424	ZCCHC24
ENSG00000165434	PGM2L1
ENSG00000165449	SLC16A9
ENSG00000165458	INPPL1
ENSG00000165474	GJB2
ENSG00000165475	CRYL1
ENSG00000165476	REEP3
ENSG00000165480	SKA3
ENSG00000165487	MICU2
ENSG00000165490	DDIAS
ENSG00000165494	PCF11
ENSG00000165501	LRR1
ENSG00000165502	RPL36AL
ENSG00000165506	DNAAF2
ENSG00000165512	ZNF22
ENSG00000165516	KLHDC2
ENSG00000165521	EML5
ENSG00000165525	NEMF
ENSG00000165526	RPUSD4
ENSG00000165527	ARF6
ENSG00000165533	TTC8
ENSG00000165548	TMEM63C
ENSG00000165568	AKR1E2
ENSG00000165572	KBTBD6
ENSG00000165591	FAAH2
ENSG00000165609	NUDT5
ENSG00000165629	ATP5F1C
ENSG00000165630	PRPF18
ENSG00000165632	TAF3
ENSG00000165637	VDAC2
ENSG00000165644	COMTD1
ENSG00000165650	PDZD8
ENSG00000165655	ZNF503
ENSG00000165660	ABRAXAS2
ENSG00000165661	QSOX2
ENSG00000165669	FAM204A
ENSG00000165671	NSD1
ENSG00000165672	PRDX3
ENSG00000165675	ENOX2
ENSG00000165678	GHITM
ENSG00000165684	SNAPC4
ENSG00000165685	TMEM52B
ENSG00000165688	PMPCA
ENSG00000165689	ENTR1
ENSG00000165695	AK8
ENSG00000165698	SPACA9
ENSG00000165699	TSC1
ENSG00000165704	HPRT1
ENSG00000165714	BORCS5
ENSG00000165716	DIPK1B
ENSG00000165724	ZMYND19
ENSG00000165730	STOX1
ENSG00000165732	DDX21
ENSG00000165733	BMS1
ENSG00000165752	STK32C
ENSG00000165775	FUNDC2
ENSG00000165782	PIP4P1
ENSG00000165792	METTL17
ENSG00000165795	NDRG2
ENSG00000165801	ARHGEF40
ENSG00000165802	NSMF
ENSG00000165804	ZNF219
ENSG00000165806	CASP7
ENSG00000165813	CCDC186
ENSG00000165819	METTL3
ENSG00000165821	SALL2
ENSG00000165832	TRUB1
ENSG00000165861	ZFYVE1
ENSG00000165863	C10orf82
ENSG00000165868	HSPA12A
ENSG00000165874	SHLD2P1
ENSG00000165879	FRAT1
ENSG00000165886	UBTD1
ENSG00000165891	E2F7
ENSG00000165895	ARHGAP42
ENSG00000165898	ISCA2
ENSG00000165905	LARGE2
ENSG00000165912	PACSIN3
ENSG00000165914	TTC7B
ENSG00000165915	SLC39A13
ENSG00000165916	PSMC3
ENSG00000165923	AGBL2
ENSG00000165929	TC2N
ENSG00000165934	CPSF2
ENSG00000165943	MOAP1
ENSG00000165948	IFI27L1
ENSG00000165959	CLMN
ENSG00000165983	PTER
ENSG00000165996	HACD1
ENSG00000165997	ARL5B
ENSG00000166002	SMCO4
ENSG00000166004	CEP295
ENSG00000166012	TAF1D
ENSG00000166016	ABTB2
ENSG00000166024	R3HCC1L
ENSG00000166025	AMOTL1
ENSG00000166033	HTRA1
ENSG00000166037	CEP57
ENSG00000166046	TCP11L2
ENSG00000166068	SPRED1
ENSG00000166073	GPR176
ENSG00000166106	ADAMTS15
ENSG00000166123	GPT2
ENSG00000166128	RAB8B
ENSG00000166130	IKBIP
ENSG00000166133	RPUSD2
ENSG00000166135	HIF1AN
ENSG00000166136	NDUFB8
ENSG00000166140	ZFYVE19
ENSG00000166145	SPINT1
ENSG00000166153	DEPDC4
ENSG00000166164	BRD7
ENSG00000166165	CKB
ENSG00000166166	TRMT61A
ENSG00000166167	BTRC
ENSG00000166169	POLL
ENSG00000166170	BAG5
ENSG00000166171	DPCD
ENSG00000166173	LARP6
ENSG00000166181	API5
ENSG00000166183	ASPG
ENSG00000166188	ZNF319
ENSG00000166189	HPS6
ENSG00000166192	SENP8
ENSG00000166197	NOLC1
ENSG00000166199	ALKBH3
ENSG00000166200	COPS2
ENSG00000166206	GABRB3
ENSG00000166224	SGPL1
ENSG00000166225	FRS2
ENSG00000166226	CCT2
ENSG00000166228	PCBD1
ENSG00000166233	ARIH1
ENSG00000166246	C16orf71
ENSG00000166250	CLMP
ENSG00000166260	COX11
ENSG00000166261	ZNF202
ENSG00000166262	FAM227B
ENSG00000166263	STXBP4
ENSG00000166266	CUL5
ENSG00000166268	MYRFL
ENSG00000166272	WBP1L
ENSG00000166275	BORCS7
ENSG00000166289	PLEKHF1
ENSG00000166295	ANAPC16
ENSG00000166311	SMPD1
ENSG00000166313	APBB1
ENSG00000166321	NUDT13
ENSG00000166323	C11orf65
ENSG00000166326	TRIM44
ENSG00000166333	ILK
ENSG00000166337	TAF10
ENSG00000166340	TPP1
ENSG00000166347	CYB5A
ENSG00000166348	USP54
ENSG00000166349	RAG1
ENSG00000166352	IFTAP
ENSG00000166377	ATP9B
ENSG00000166387	PPFIBP2
ENSG00000166394	CYB5R2
ENSG00000166398	GARRE1
ENSG00000166402	TUB
ENSG00000166411	IDH3A
ENSG00000166415	WDR72
ENSG00000166432	ZMAT1
ENSG00000166435	XRRA1
ENSG00000166436	TRIM66
ENSG00000166439	RNF169
ENSG00000166441	RPL27A
ENSG00000166444	DENND2B
ENSG00000166446	CDYL2
ENSG00000166450	PRTG
ENSG00000166451	CENPN
ENSG00000166452	AKIP1
ENSG00000166454	ATMIN
ENSG00000166471	TMEM41B
ENSG00000166473	PKD1L2
ENSG00000166477	LEO1
ENSG00000166478	ZNF143
ENSG00000166479	TMX3
ENSG00000166483	WEE1
ENSG00000166484	MAPK7
ENSG00000166503	HDGFL3
ENSG00000166507	NDST2
ENSG00000166508	MCM7
ENSG00000166509	CLEC3A
ENSG00000166526	ZNF3
ENSG00000166529	ZSCAN21
ENSG00000166532	RIMKLB
ENSG00000166548	TK2
ENSG00000166557	TMED3
ENSG00000166562	SEC11C
ENSG00000166575	TMEM135
ENSG00000166578	IQCD
ENSG00000166579	NDEL1
ENSG00000166595	CIAO2B
ENSG00000166598	HSP90B1
ENSG00000166619	BLCAP
ENSG00000166669	ATF7IP2
ENSG00000166681	BEX3
ENSG00000166685	COG1
ENSG00000166689	PLEKHA7
ENSG00000166704	ZNF606
ENSG00000166710	B2M
ENSG00000166716	ZNF592
ENSG00000166734	GOLM2
ENSG00000166747	AP1G1
ENSG00000166750	SLFN5
ENSG00000166762	CATSPER2
ENSG00000166770	ZNF667-AS1
ENSG00000166783	MARF1
ENSG00000166788	SAAL1
ENSG00000166793	YPEL4
ENSG00000166794	PPIB
ENSG00000166797	CIAO2A
ENSG00000166801	FAM111A
ENSG00000166803	PCLAF
ENSG00000166813	KIF7
ENSG00000166816	LDHD
ENSG00000166821	PEX11A
ENSG00000166822	TMEM170A
ENSG00000166845	C18orf54
ENSG00000166847	DCTN5
ENSG00000166848	TERF2IP
ENSG00000166851	PLK1
ENSG00000166855	CLPX
ENSG00000166860	ZBTB39
ENSG00000166881	NEMP1
ENSG00000166886	NAB2
ENSG00000166887	VPS39
ENSG00000166888	STAT6
ENSG00000166889	PATL1
ENSG00000166896	ATP23
ENSG00000166900	STX3
ENSG00000166902	MRPL16
ENSG00000166908	PIP4K2C
ENSG00000166912	MTMR10
ENSG00000166913	YWHAB
ENSG00000166925	TSC22D4
ENSG00000166927	MS4A7
ENSG00000166938	DIS3L
ENSG00000166946	CCNDBP1
ENSG00000166949	SMAD3
ENSG00000166963	MAP1A
ENSG00000166965	RCCD1
ENSG00000166971	AKTIP
ENSG00000166974	MAPRE2
ENSG00000166986	MARS1
ENSG00000166987	MBD6
ENSG00000166997	CNPY4
ENSG00000167004	PDIA3
ENSG00000167005	NUDT21
ENSG00000167034	NKX3-1
ENSG00000167065	DUSP18
ENSG00000167074	TEF
ENSG00000167081	PBX3
ENSG00000167085	PHB
ENSG00000167088	SNRPD1
ENSG00000167106	FAM102A
ENSG00000167107	ACSF2
ENSG00000167110	GOLGA2
ENSG00000167112	TRUB2
ENSG00000167113	COQ4
ENSG00000167114	SLC27A4
ENSG00000167118	URM1
ENSG00000167123	CERCAM
ENSG00000167130	DOLPP1
ENSG00000167136	ENDOG
ENSG00000167173	C15orf39
ENSG00000167182	SP2
ENSG00000167183	PRR15L
ENSG00000167186	COQ7
ENSG00000167193	CRK
ENSG00000167196	FBXO22
ENSG00000167202	TBC1D2B
ENSG00000167207	NOD2
ENSG00000167216	KATNAL2
ENSG00000167220	HDHD2
ENSG00000167232	ZNF91
ENSG00000167257	RNF214
ENSG00000167258	CDK12
ENSG00000167264	DUS2
ENSG00000167272	POP5
ENSG00000167280	ENGASE
ENSG00000167283	ATP5MG
ENSG00000167291	TBC1D16
ENSG00000167302	TEPSIN
ENSG00000167306	MYO5B
ENSG00000167315	ACAA2
ENSG00000167323	STIM1
ENSG00000167325	RRM1
ENSG00000167333	TRIM68
ENSG00000167371	PRRT2
ENSG00000167378	IRGQ
ENSG00000167380	ZNF226
ENSG00000167384	ZNF180
ENSG00000167393	PPP2R3B
ENSG00000167394	ZNF668
ENSG00000167395	ZNF646
ENSG00000167397	VKORC1
ENSG00000167447	SMG8
ENSG00000167460	TPM4
ENSG00000167461	RAB8A
ENSG00000167468	GPX4
ENSG00000167470	MIDN
ENSG00000167487	KLHL26
ENSG00000167491	GATAD2A
ENSG00000167508	MVD
ENSG00000167513	CDT1
ENSG00000167515	TRAPPC2L
ENSG00000167522	ANKRD11
ENSG00000167523	SPATA33
ENSG00000167524	RSKR
ENSG00000167525	PROCA1
ENSG00000167526	RPL13
ENSG00000167528	ZNF641
ENSG00000167535	CACNB3
ENSG00000167536	DHRS13
ENSG00000167543	TP53I13
ENSG00000167548	KMT2D
ENSG00000167552	TUBA1A
ENSG00000167553	TUBA1C
ENSG00000167554	ZNF610
ENSG00000167555	ZNF528
ENSG00000167562	ZNF701
ENSG00000167565	SERTAD3
ENSG00000167566	NCKAP5L
ENSG00000167588	GPD1
ENSG00000167595	PROSER3
ENSG00000167608	TMC4
ENSG00000167614	TTYH1
ENSG00000167615	LENG8
ENSG00000167625	ZNF526
ENSG00000167632	TRAPPC9
ENSG00000167635	ZNF146
ENSG00000167637	ZNF283
ENSG00000167642	SPINT2
ENSG00000167645	YIF1B
ENSG00000167646	DNAAF3
ENSG00000167657	DAPK3
ENSG00000167658	EEF2
ENSG00000167670	CHAF1A
ENSG00000167671	UBXN6
ENSG00000167674	HDGFL2
ENSG00000167685	ZNF444
ENSG00000167693	NXN
ENSG00000167695	TLCD3A
ENSG00000167699	GLOD4
ENSG00000167700	MFSD3
ENSG00000167701	GPT
ENSG00000167702	KIFC2
ENSG00000167703	SLC43A2
ENSG00000167705	RILP
ENSG00000167716	WDR81
ENSG00000167720	SRR
ENSG00000167721	TSR1
ENSG00000167723	TRPV3
ENSG00000167733	HSD11B1L
ENSG00000167740	CYB5D2
ENSG00000167741	GGT6
ENSG00000167747	C19orf48
ENSG00000167766	ZNF83
ENSG00000167767	KRT80
ENSG00000167769	ACER1
ENSG00000167770	OTUB1
ENSG00000167772	ANGPTL4
ENSG00000167778	SPRYD3
ENSG00000167785	ZNF558
ENSG00000167792	NDUFV1
ENSG00000167797	CDK2AP2
ENSG00000167799	NUDT8
ENSG00000167815	PRDX2
ENSG00000167840	ZNF232
ENSG00000167842	MIS12
ENSG00000167861	HID1
ENSG00000167862	MRPL58
ENSG00000167863	ATP5PD
ENSG00000167880	EVPL
ENSG00000167881	SRP68
ENSG00000167895	TMC8
ENSG00000167900	TK1
ENSG00000167904	TMEM68
ENSG00000167920	TMEM99
ENSG00000167925	GHDC
ENSG00000167930	FAM234A
ENSG00000167962	ZNF598
ENSG00000167964	RAB26
ENSG00000167965	MLST8
ENSG00000167967	E4F1
ENSG00000167969	ECI1
ENSG00000167972	ABCA3
ENSG00000167977	KCTD5
ENSG00000167978	SRRM2
ENSG00000167981	ZNF597
ENSG00000167985	SDHAF2
ENSG00000167986	DDB1
ENSG00000167987	VPS37C
ENSG00000167995	BEST1
ENSG00000167996	FTH1
ENSG00000168000	BSCL2
ENSG00000168002	POLR2G
ENSG00000168003	SLC3A2
ENSG00000168005	SPINDOC
ENSG00000168010	ATG16L2
ENSG00000168014	C2CD3
ENSG00000168016	TRANK1
ENSG00000168026	TTC21A
ENSG00000168028	RPSA
ENSG00000168032	ENTPD3
ENSG00000168036	CTNNB1
ENSG00000168038	ULK4
ENSG00000168040	FADD
ENSG00000168056	LTBP3
ENSG00000168061	SAC3D1
ENSG00000168066	SF1
ENSG00000168067	MAP4K2
ENSG00000168071	CCDC88B
ENSG00000168077	SCARA3
ENSG00000168078	PBK
ENSG00000168090	COPS6
ENSG00000168092	PAFAH1B2
ENSG00000168096	ANKS3
ENSG00000168101	NUDT16L1
ENSG00000168116	KIAA1586
ENSG00000168118	RAB4A
ENSG00000168137	SETD5
ENSG00000168140	VASN
ENSG00000168143	FAM83B
ENSG00000168152	THAP9
ENSG00000168159	RNF187
ENSG00000168172	HOOK3
ENSG00000168175	MAPK1IP1L
ENSG00000168209	DDIT4
ENSG00000168214	RBPJ
ENSG00000168216	LMBRD1
ENSG00000168228	ZCCHC4
ENSG00000168234	TTC39C
ENSG00000168237	GLYCTK
ENSG00000168246	UBTD2
ENSG00000168256	NKIRAS2
ENSG00000168259	DNAJC7
ENSG00000168264	IRF2BP2
ENSG00000168268	NT5DC2
ENSG00000168273	SMIM4
ENSG00000168275	COA6
ENSG00000168280	KIF5C
ENSG00000168282	MGAT2
ENSG00000168283	BMI1
ENSG00000168286	THAP11
ENSG00000168288	MMADHC
ENSG00000168291	PDHB
ENSG00000168297	PXK
ENSG00000168298	H1-4
ENSG00000168300	PCMTD1
ENSG00000168301	KCTD6
ENSG00000168303	MPLKIP
ENSG00000168306	ACOX2
ENSG00000168310	IRF2
ENSG00000168350	DEGS2
ENSG00000168374	ARF4
ENSG00000168385	SEPTIN2
ENSG00000168393	DTYMK
ENSG00000168394	TAP1
ENSG00000168395	ING5
ENSG00000168397	ATG4B
ENSG00000168398	BDKRB2
ENSG00000168404	MLKL
ENSG00000168411	RFWD3
ENSG00000168421	RHOH
ENSG00000168434	COG7
ENSG00000168438	CDC40
ENSG00000168439	STIP1
ENSG00000168447	SCNN1B
ENSG00000168453	HR
